name,category,price,quality,reliability,moq,delivery_time,reviews,historical_score
Supplier_8314,Sports,8026,8.8,84,33,1,4.1,61.36
Supplier_8315,Laptop,46328,8.6,87,1,11,4.0,53.76
Supplier_8316,Stationery,407,8.2,73,1879,4,3.3,44.06
Supplier_8317,Pets,4206,9.3,73,33,3,4.0,46.48
Supplier_8318,Sports,10551,8.3,99,47,4,4.8,48.08
Supplier_8319,Gardening,4600,8.6,85,42,3,3.5,48.07
Supplier_8320,Furniture,15540,9.6,76,4,10,3.8,45.34
Supplier_8321,Industrial,63052,8.2,86,1,10,4.8,56.52
Supplier_8322,Grocery,398,9.2,90,487,5,4.9,50.94
Supplier_8323,Industrial,68838,9.4,94,1,11,3.6,56.92
Supplier_8324,Industrial,61911,7.5,99,2,10,4.7,47.83
Supplier_8325,Phone,83141,9.2,83,5,4,3.2,47.42
Supplier_8326,Skincare,4328,7.6,78,96,2,4.1,46.84
Supplier_8327,Industrial,110036,6.1,75,1,4,4.2,46.78
Supplier_8328,Industrial,155529,6.0,73,2,7,3.9,40.64
Supplier_8329,Grocery,1872,9.8,81,614,14,3.1,41.03
Supplier_8330,Fashion,1693,6.4,82,63,7,4.1,39.14
Supplier_8331,Laptop,54218,8.5,82,7,4,4.9,49.95
Supplier_8332,Pets,4576,6.0,97,44,5,3.5,41.74
Supplier_8333,Phone,28833,9.7,98,14,4,4.0,51.66
Supplier_8334,Furniture,13493,6.9,77,2,2,4.3,47.29
Supplier_8335,Fashion,4343,9.5,85,415,5,3.9,47.27
Supplier_8336,Stationery,269,9.0,71,2026,11,4.7,41.97
Supplier_8337,Toys,3682,8.0,79,83,3,4.0,45.43
Supplier_8338,Toys,9267,6.7,77,18,7,3.4,35.51
Supplier_8339,Auto,6329,9.7,78,2,10,4.7,49.61
Supplier_8340,Fashion,3656,6.4,87,241,2,3.7,43.29
Supplier_8341,Phone,57418,8.0,71,7,14,4.1,43.21
Supplier_8342,Furniture,68458,9.1,71,3,3,4.4,50.09
Supplier_8343,Laptop,51003,8.3,75,8,12,4.2,43.05
Supplier_8344,Gardening,1075,8.4,96,76,11,3.9,45.54
Supplier_8345,Gardening,1560,9.4,72,48,2,4.6,50.8
Supplier_8346,Phone,45946,9.1,95,13,12,4.4,47.64
Supplier_8347,Appliances,39422,8.3,98,2,11,4.1,52.0
Supplier_8348,Gardening,3176,8.5,86,67,9,3.5,43.06
Supplier_8349,Skincare,4059,6.1,98,38,2,4.4,46.09
Supplier_8350,Laptop,125195,8.1,81,6,3,3.5,46.27
Supplier_8351,Skincare,4521,9.8,93,112,9,3.8,46.99
Supplier_8352,Stationery,112,10.0,77,1705,11,3.7,46.26
Supplier_8353,Phone,110232,9.9,95,17,2,3.2,54.16
Supplier_8354,Camera,115892,6.1,83,3,1,4.7,54.23
Supplier_8355,Laptop,85307,6.5,72,9,1,4.5,52.2
Supplier_8356,Kitchen,1905,8.7,100,13,9,4.0,48.28
Supplier_8357,Industrial,6453,8.1,79,4,13,3.8,44.95
Supplier_8358,Music,117024,8.2,90,1,14,3.8,50.14
Supplier_8359,Gardening,107,9.6,98,28,3,3.4,52.31
Supplier_8360,Music,105595,7.7,99,4,7,4.6,46.47
Supplier_8361,Music,40673,10.0,87,1,3,3.2,57.17
Supplier_8362,Phone,78795,9.4,85,14,3,4.8,50.14
Supplier_8363,Solar,479483,6.6,100,2,7,3.2,48.36
Supplier_8364,Stationery,301,6.2,75,1076,3,4.5,41.51
Supplier_8365,Fashion,3252,8.2,74,115,7,3.2,41.6
Supplier_8366,Stationery,458,8.3,92,1940,5,4.4,46.68
Supplier_8367,Appliances,14934,7.5,84,1,10,3.4,51.51
Supplier_8368,Auto,3356,8.5,78,17,4,4.6,48.22
Supplier_8369,Appliances,68335,6.5,81,3,2,3.7,47.65
Supplier_8370,Gardening,1147,6.2,91,90,3,4.6,45.83
Supplier_8371,Appliances,70806,6.4,86,2,4,3.8,45.15
Supplier_8372,Camera,100658,9.2,96,2,9,3.9,53.72
Supplier_8373,Appliances,34685,7.2,70,3,7,4.6,41.69
Supplier_8374,Toys,3266,7.0,89,61,13,3.2,40.89
Supplier_8375,Furniture,31980,7.7,86,2,8,3.0,48.64
Supplier_8376,Pets,5678,7.4,92,30,13,3.6,42.74
Supplier_8377,Sports,5127,6.7,96,31,8,3.7,42.86
Supplier_8378,Industrial,164886,7.6,87,3,6,3.3,46.44
Supplier_8379,Phone,22113,6.3,73,10,5,3.9,36.99
Supplier_8380,Kitchen,13012,8.7,81,20,13,3.4,42.85
Supplier_8381,Skincare,1969,7.9,70,33,11,3.8,41.44
Supplier_8382,Solar,47947,6.6,88,1,5,4.4,50.62
Supplier_8383,Skincare,4587,7.7,77,110,6,3.7,43.38
Supplier_8384,Grocery,226,7.9,97,757,8,3.5,43.82
Supplier_8385,Solar,380531,8.3,80,2,13,3.9,46.2
Supplier_8386,Solar,220296,9.8,76,4,10,4.5,47.12
Supplier_8387,Stationery,215,8.8,88,2623,10,3.7,45.07
Supplier_8388,Skincare,3049,8.5,71,190,12,3.5,40.08
Supplier_8389,Sports,1185,8.1,84,18,2,3.2,50.47
Supplier_8390,Grocery,297,7.0,77,631,1,3.1,53.07
Supplier_8391,Sports,10261,8.2,82,43,1,3.9,58.63
Supplier_8392,Kitchen,13127,9.2,73,29,2,4.4,48.56
Supplier_8393,Stationery,172,7.6,78,1696,4,3.8,44.41
Supplier_8394,Pets,1931,9.1,93,10,2,4.8,54.46
Supplier_8395,Gardening,2601,9.3,83,56,12,4.6,47.0
Supplier_8396,Solar,172606,7.9,97,4,6,4.7,46.71
Supplier_8397,Kitchen,10171,9.2,98,22,4,4.1,51.76
Supplier_8398,Kitchen,10724,7.0,73,29,3,3.2,42.43
Supplier_8399,Sports,5541,6.4,88,23,9,4.4,39.42
Supplier_8400,Music,148090,7.5,92,2,2,3.5,53.09
Supplier_8401,Auto,40902,7.0,77,13,14,4.3,39.26
Supplier_8402,Industrial,140969,7.1,85,1,10,4.1,48.96
Supplier_8403,Furniture,26535,9.9,91,2,5,4.0,53.39
Supplier_8404,Furniture,23814,6.7,93,4,11,5.0,43.25
Supplier_8405,Grocery,1085,7.8,98,905,12,3.3,45.86
Supplier_8406,Furniture,20391,6.9,92,3,7,3.4,44.78
Supplier_8407,Pets,7550,9.9,100,13,5,3.5,54.53
Supplier_8408,Stationery,332,8.5,83,3711,11,3.7,41.7
Supplier_8409,Gardening,4443,7.4,74,43,6,4.6,41.34
Supplier_8410,Solar,79656,6.9,86,4,10,5.0,44.48
Supplier_8411,Toys,2499,9.9,81,38,8,3.9,51.58
Supplier_8412,Sports,8912,6.1,92,27,7,4.3,41.66
Supplier_8413,Furniture,63704,7.4,70,3,5,4.9,44.46
Supplier_8414,Camera,230178,7.7,85,2,4,3.9,50.06
Supplier_8415,Phone,19253,9.7,74,19,1,3.5,57.78
Supplier_8416,Industrial,47320,9.9,74,4,5,4.1,44.21
Supplier_8417,Laptop,140991,6.5,97,2,11,4.3,44.38
Supplier_8418,Appliances,26953,7.7,78,3,8,4.0,45.26
Supplier_8419,Skincare,1932,8.4,92,93,13,4.8,48.52
Supplier_8420,Appliances,64299,7.7,89,3,14,3.5,44.5
Supplier_8421,Toys,671,8.0,84,78,14,4.4,43.58
Supplier_8422,Fashion,3496,9.0,93,88,3,4.7,49.32
Supplier_8423,Pets,5568,6.9,73,40,7,3.2,37.78
Supplier_8424,Auto,3841,6.8,94,17,10,3.3,42.29
Supplier_8425,Appliances,98250,7.3,82,1,3,3.4,53.82
Supplier_8426,Solar,371015,9.2,85,2,13,3.4,50.66
Supplier_8427,Furniture,5943,10.0,96,3,8,4.2,54.95
Supplier_8428,Fashion,1507,7.8,92,369,12,3.4,40.97
Supplier_8429,Furniture,77471,9.8,83,4,4,3.2,50.17
Supplier_8430,Solar,444260,8.9,100,4,3,3.4,51.5
Supplier_8431,Kitchen,13784,6.5,83,6,12,3.7,38.25
Supplier_8432,Stationery,460,8.3,95,750,9,4.1,43.12
Supplier_8433,Furniture,77022,6.2,78,5,9,3.7,39.35
Supplier_8434,Laptop,50920,6.1,86,1,14,4.1,48.7
Supplier_8435,Appliances,71104,6.2,73,1,5,3.8,48.51
Supplier_8436,Grocery,741,8.0,87,295,7,4.9,47.5
Supplier_8437,Sports,3242,8.9,87,6,10,4.8,47.55
Supplier_8438,Grocery,932,9.6,70,840,10,4.0,43.64
Supplier_8439,Auto,30890,9.0,75,16,9,4.4,43.8
Supplier_8440,Solar,255657,9.0,79,4,13,3.1,43.9
Supplier_8441,Kitchen,11507,6.6,94,18,13,4.3,41.59
Supplier_8442,Camera,189922,8.4,70,3,5,4.0,46.38
Supplier_8443,Laptop,49462,7.8,78,2,4,3.1,48.99
Supplier_8444,Pets,1118,7.1,82,16,12,4.0,39.53
Supplier_8445,Laptop,86444,9.1,73,4,5,3.6,46.63
Supplier_8446,Grocery,216,7.0,98,294,8,3.6,44.44
Supplier_8447,Camera,110391,8.1,97,1,8,3.9,55.5
Supplier_8448,Music,99544,7.6,90,2,12,3.9,47.45
Supplier_8449,Toys,7824,7.6,93,80,1,3.5,55.56
Supplier_8450,Solar,139410,9.2,80,3,8,3.3,48.31
Supplier_8451,Toys,3041,6.6,91,90,11,4.6,40.09
Supplier_8452,Skincare,3762,9.0,86,200,4,4.0,46.55
Supplier_8453,Fashion,2329,9.2,76,457,10,4.4,43.29
Supplier_8454,Sports,3955,6.4,84,38,11,3.3,36.97
Supplier_8455,Furniture,30005,6.3,87,1,11,3.7,50.27
Supplier_8456,Fashion,3508,6.8,79,73,5,3.3,37.87
Supplier_8457,Pets,5471,6.8,84,25,13,4.9,40.02
Supplier_8458,Fashion,3705,6.9,97,500,14,5.0,43.83
Supplier_8459,Furniture,69346,6.3,92,2,1,4.8,58.68
Supplier_8460,Laptop,106712,8.8,91,4,2,4.6,53.64
Supplier_8461,Solar,413505,8.0,84,2,6,3.9,47.78
Supplier_8462,Pets,7579,8.6,79,36,1,4.7,57.93
Supplier_8463,Skincare,3921,7.7,87,48,8,3.1,41.87
Supplier_8464,Toys,2533,9.3,91,90,14,4.0,47.13
Supplier_8465,Furniture,43266,9.0,84,2,8,4.0,50.8
Supplier_8466,Gardening,1941,8.9,80,20,6,4.4,45.13
Supplier_8467,Gardening,2854,8.0,75,43,9,3.2,38.97
Supplier_8468,Fashion,3584,6.7,93,146,5,4.6,41.4
Supplier_8469,Fashion,1106,8.3,73,193,2,4.3,45.93
Supplier_8470,Furniture,21006,7.1,76,4,3,3.9,44.34
Supplier_8471,Industrial,183837,6.7,84,2,8,4.9,45.95
Supplier_8472,Auto,7259,6.6,86,9,1,3.4,53.48
Supplier_8473,Appliances,40005,10.0,73,2,2,4.9,57.47
Supplier_8474,Solar,213529,7.5,76,5,3,3.0,42.03
Supplier_8475,Toys,4898,7.4,93,19,2,5.0,46.77
Supplier_8476,Industrial,11769,7.6,91,5,5,3.5,48.12
Supplier_8477,Kitchen,10582,9.9,77,20,2,3.0,49.22
Supplier_8478,Gardening,2935,9.5,73,84,14,3.3,43.47
Supplier_8479,Auto,1291,9.4,92,19,8,3.7,47.05
Supplier_8480,Phone,41718,6.1,77,6,1,3.2,49.75
Supplier_8481,Music,86138,6.3,93,2,7,4.8,45.98
Supplier_8482,Gardening,4201,9.3,75,29,7,4.8,47.68
Supplier_8483,Industrial,37881,8.7,98,1,3,3.6,60.9
Supplier_8484,Solar,243180,6.7,74,3,8,3.2,38.22
Supplier_8485,Camera,223969,8.4,88,1,4,4.2,54.78
Supplier_8486,Auto,36593,7.4,94,2,3,4.9,51.32
Supplier_8487,Phone,27992,7.8,72,18,2,4.4,46.36
Supplier_8488,Stationery,81,8.1,82,2921,10,4.9,46.05
Supplier_8489,Gardening,1274,9.2,89,44,10,3.2,45.43
Supplier_8490,Fashion,3412,6.2,80,167,12,4.9,36.61
Supplier_8491,Grocery,332,7.2,98,184,3,4.6,50.58
Supplier_8492,Industrial,186401,9.7,76,5,14,3.4,46.83
Supplier_8493,Gardening,3717,9.4,71,78,6,4.3,47.96
Supplier_8494,Phone,25543,8.9,87,8,7,4.0,47.03
Supplier_8495,Fashion,625,8.0,80,174,12,3.9,41.37
Supplier_8496,Gardening,3141,6.5,83,27,2,4.1,45.62
Supplier_8497,Toys,1761,8.9,99,100,6,4.6,46.94
Supplier_8498,Music,31951,9.3,82,5,8,4.7,46.8
Supplier_8499,Toys,1408,7.4,83,47,2,3.9,46.94
Supplier_8500,Sports,12369,6.1,99,9,14,3.5,41.01
Supplier_8501,Kitchen,6984,9.4,92,20,1,4.5,62.1
Supplier_8502,Auto,25648,7.0,70,8,6,4.2,39.93
Supplier_8503,Toys,9055,8.1,73,84,8,4.8,39.96
Supplier_8504,Grocery,1451,6.6,75,185,8,3.7,37.92
Supplier_8505,Phone,116975,8.6,96,16,13,4.3,47.78
Supplier_8506,Pets,3604,7.9,80,29,10,4.1,42.12
Supplier_8507,Auto,2026,7.9,97,2,8,4.8,50.01
Supplier_8508,Pets,364,6.4,99,40,7,4.1,41.26
Supplier_8509,Stationery,278,7.7,96,3136,10,3.0,45.6
Supplier_8510,Sports,4209,8.9,100,50,12,4.4,49.63
Supplier_8511,Kitchen,16266,9.6,93,21,12,4.8,47.97
Supplier_8512,Appliances,48202,6.5,75,2,3,4.9,46.98
Supplier_8513,Auto,40425,6.6,91,4,8,3.4,40.87
Supplier_8514,Grocery,350,7.1,76,839,1,5.0,52.87
Supplier_8515,Grocery,76,9.5,74,871,13,3.2,45.29
Supplier_8516,Music,57866,6.4,97,2,2,4.8,52.98
Supplier_8517,Kitchen,2412,9.7,93,17,1,4.6,62.13
Supplier_8518,Pets,6339,6.2,88,28,5,3.4,41.28
Supplier_8519,Pets,2446,6.4,84,10,10,3.7,39.43
Supplier_8520,Appliances,38698,8.8,85,1,12,3.0,50.04
Supplier_8521,Phone,60594,8.8,90,13,12,4.5,46.5
Supplier_8522,Toys,8835,6.8,79,19,10,3.2,41.17
Supplier_8523,Appliances,44289,10.0,92,3,8,4.3,53.68
Supplier_8524,Solar,66652,8.2,73,1,3,4.3,56.22
Supplier_8525,Industrial,81237,8.4,89,5,11,3.6,45.58
Supplier_8526,Appliances,46244,8.5,98,3,3,3.4,53.72
Supplier_8527,Toys,5540,8.0,97,60,2,4.5,52.2
Supplier_8528,Auto,46047,6.0,84,20,5,3.6,37.23
Supplier_8529,Skincare,1513,8.8,100,121,1,3.4,60.52
Supplier_8530,Solar,163710,9.8,92,5,12,3.5,50.37
Supplier_8531,Phone,89154,8.1,78,14,13,4.1,41.71
Supplier_8532,Kitchen,17885,8.7,77,28,1,3.7,55.15
Supplier_8533,Furniture,16243,6.3,80,1,10,5.0,47.91
Supplier_8534,Phone,60152,10.0,90,13,12,4.8,53.05
Supplier_8535,Pets,7249,6.2,93,30,7,4.5,40.01
Supplier_8536,Pets,6043,9.2,78,33,14,4.0,45.56
Supplier_8537,Pets,7955,7.7,74,34,2,3.0,42.01
Supplier_8538,Auto,5580,7.6,81,15,1,4.2,54.81
Supplier_8539,Laptop,61317,6.2,87,6,13,3.1,40.5
Supplier_8540,Appliances,14135,8.4,95,3,11,3.1,47.85
Supplier_8541,Solar,343546,7.1,76,1,14,4.3,46.79
Supplier_8542,Furniture,12288,9.9,85,5,6,3.9,49.25
Supplier_8543,Stationery,403,8.0,91,1513,14,4.1,43.87
Supplier_8544,Auto,45413,9.8,73,13,3,3.0,50.65
Supplier_8545,Furniture,34599,8.3,79,1,9,4.4,52.32
Supplier_8546,Camera,159833,9.7,93,3,10,4.7,55.0
Supplier_8547,Sports,5551,9.1,70,18,8,4.2,43.57
Supplier_8548,Furniture,76859,9.6,83,4,2,4.0,54.25
Supplier_8549,Phone,84096,8.3,81,12,8,4.9,41.68
Supplier_8550,Laptop,60974,7.1,88,9,8,3.3,44.08
Supplier_8551,Furniture,25731,9.9,90,3,5,3.4,52.06
Supplier_8552,Industrial,164092,8.7,75,4,12,4.3,43.74
Supplier_8553,Fashion,630,9.0,86,370,5,3.6,46.2
Supplier_8554,Industrial,106403,8.9,81,2,5,3.2,49.07
Supplier_8555,Furniture,54521,6.9,97,4,9,4.0,43.31
Supplier_8556,Toys,4861,7.7,70,10,14,3.2,39.44
Supplier_8557,Furniture,21716,8.8,75,1,4,4.3,54.74
Supplier_8558,Appliances,75581,6.8,97,3,4,4.2,49.69
Supplier_8559,Appliances,34650,8.8,73,1,14,3.8,51.1
Supplier_8560,Toys,9571,6.2,95,42,4,4.8,45.48
Supplier_8561,Phone,59363,7.7,85,17,9,3.9,43.66
Supplier_8562,Auto,32776,9.3,84,14,10,3.4,45.89
Supplier_8563,Stationery,485,6.1,100,1721,6,4.1,41.33
Supplier_8564,Skincare,4847,6.8,98,198,5,4.2,44.06
Supplier_8565,Skincare,1488,8.0,82,117,2,3.9,47.6
Supplier_8566,Fashion,1366,7.0,98,288,12,4.5,39.98
Supplier_8567,Industrial,7787,8.2,78,5,6,4.8,44.67
Supplier_8568,Pets,7967,6.4,72,10,3,4.9,42.48
Supplier_8569,Music,98934,7.5,86,5,11,4.8,43.28
Supplier_8570,Music,142852,10.0,87,2,5,4.3,56.85
Supplier_8571,Skincare,3410,7.6,80,43,10,3.6,39.08
Supplier_8572,Sports,11743,6.8,94,10,3,4.6,46.93
Supplier_8573,Solar,279861,6.9,83,3,8,3.9,44.69
Supplier_8574,Music,145134,6.5,77,5,12,3.5,39.66
Supplier_8575,Stationery,47,7.3,82,854,11,3.8,43.82
Supplier_8576,Skincare,1848,9.2,75,117,11,4.5,42.89
Supplier_8577,Kitchen,5223,7.3,82,11,3,3.2,44.82
Supplier_8578,Laptop,101518,9.8,91,3,6,4.5,54.88
Supplier_8579,Kitchen,10780,6.4,87,18,5,4.2,40.87
Supplier_8580,Laptop,113608,10.0,80,9,1,3.4,60.72
Supplier_8581,Solar,57529,8.4,97,5,13,3.5,47.42
Supplier_8582,Furniture,59241,7.9,82,1,2,3.2,56.91
Supplier_8583,Music,74389,9.7,83,2,1,4.2,66.01
Supplier_8584,Appliances,45359,6.8,96,1,8,4.7,50.76
Supplier_8585,Sports,2298,8.0,85,47,1,3.7,56.11
Supplier_8586,Toys,5852,8.2,93,80,2,4.5,50.83
Supplier_8587,Industrial,169170,7.3,97,1,8,3.5,51.72
Supplier_8588,Stationery,418,7.7,78,572,2,3.3,46.36
Supplier_8589,Gardening,992,6.7,89,55,8,3.1,41.4
Supplier_8590,Phone,62936,6.9,83,12,9,4.7,40.83
Supplier_8591,Grocery,738,6.2,87,853,2,3.9,44.94
Supplier_8592,Music,100357,9.6,80,5,11,3.9,47.71
Supplier_8593,Grocery,1515,7.8,76,489,1,3.1,52.8
Supplier_8594,Stationery,233,7.1,71,1043,1,4.1,52.09
Supplier_8595,Stationery,166,8.7,87,2309,6,4.9,48.17
Supplier_8596,Auto,1480,7.9,82,12,5,4.1,44.44
Supplier_8597,Pets,600,8.7,76,33,2,4.2,48.13
Supplier_8598,Toys,6103,9.8,72,32,8,4.5,47.7
Supplier_8599,Furniture,31291,8.9,88,3,13,3.9,47.68
Supplier_8600,Industrial,160386,8.0,89,4,4,3.3,48.78
Supplier_8601,Fashion,2525,6.5,77,301,6,3.3,40.02
Supplier_8602,Music,63686,9.8,89,5,3,4.0,54.73
Supplier_8603,Furniture,37015,6.9,86,3,8,3.9,44.55
Supplier_8604,Laptop,101031,9.4,98,1,7,4.5,61.58
Supplier_8605,Solar,392267,8.9,76,4,9,4.4,44.18
Supplier_8606,Music,33999,7.3,87,1,13,3.1,50.23
Supplier_8607,Gardening,4292,6.7,86,45,4,3.1,40.36
Supplier_8608,Skincare,921,8.6,78,109,7,4.7,44.09
Supplier_8609,Phone,31726,6.6,92,8,12,4.6,43.43
Supplier_8610,Skincare,2365,9.9,96,174,2,3.6,56.75
Supplier_8611,Auto,6238,8.9,92,16,4,4.7,52.06
Supplier_8612,Pets,3381,6.6,84,35,6,3.8,40.4
Supplier_8613,Fashion,2918,7.0,75,123,12,3.9,36.51
Supplier_8614,Grocery,1113,6.5,99,825,5,3.1,46.4
Supplier_8615,Laptop,105677,6.7,85,10,12,4.0,39.79
Supplier_8616,Sports,3414,7.8,75,26,10,3.1,39.05
Supplier_8617,Gardening,1564,9.4,78,96,12,3.4,46.29
Supplier_8618,Pets,6312,6.0,76,25,3,4.3,41.48
Supplier_8619,Auto,44777,8.0,70,7,10,4.4,42.01
Supplier_8620,Auto,16129,7.2,92,7,9,4.6,43.07
Supplier_8621,Kitchen,16523,8.2,84,22,10,3.8,41.7
Supplier_8622,Gardening,1766,9.3,90,38,13,3.8,45.6
Supplier_8623,Grocery,1663,6.3,74,512,2,4.9,43.58
Supplier_8624,Auto,31105,8.0,96,14,6,4.9,45.31
Supplier_8625,Gardening,3211,7.8,73,24,4,3.9,41.07
Supplier_8626,Kitchen,9202,9.1,90,6,8,4.5,50.78
Supplier_8627,Stationery,131,9.6,78,3361,7,4.2,46.86
Supplier_8628,Sports,1881,9.5,84,7,14,5.0,48.57
Supplier_8629,Sports,10270,7.2,93,48,10,4.2,41.56
Supplier_8630,Industrial,84731,7.7,85,5,6,3.3,45.56
Supplier_8631,Phone,54784,6.4,82,20,8,4.5,40.43
Supplier_8632,Laptop,124112,6.2,96,5,2,4.6,50.15
Supplier_8633,Furniture,66047,8.5,86,4,9,4.7,46.38
Supplier_8634,Appliances,99401,7.8,77,1,10,3.8,50.72
Supplier_8635,Fashion,2101,9.9,81,174,14,3.1,45.5
Supplier_8636,Fashion,2238,8.0,78,343,11,3.1,41.61
Supplier_8637,Stationery,414,8.0,97,1243,11,4.7,45.47
Supplier_8638,Furniture,31025,9.5,91,4,13,3.6,50.65
Supplier_8639,Grocery,306,6.1,79,836,14,4.1,39.69
Supplier_8640,Kitchen,4364,6.2,72,24,7,4.2,36.26
Supplier_8641,Camera,173019,8.5,97,1,6,5.0,56.38
Supplier_8642,Skincare,3757,9.8,87,100,12,4.6,48.53
Supplier_8643,Laptop,136854,9.7,92,10,9,3.0,47.63
Supplier_8644,Camera,28151,6.7,90,3,2,4.0,49.81
Supplier_8645,Pets,7648,6.5,88,15,13,4.3,40.86
Supplier_8646,Laptop,143305,8.7,78,10,2,4.4,48.36
Supplier_8647,Industrial,34857,6.7,94,4,13,4.8,45.92
Supplier_8648,Gardening,4922,7.8,73,79,5,4.9,41.91
Supplier_8649,Sports,6617,8.1,86,41,14,4.1,44.51
Supplier_8650,Furniture,8720,6.6,86,4,3,3.6,43.4
Supplier_8651,Toys,4737,6.4,92,10,2,4.6,45.93
Supplier_8652,Camera,91163,6.1,95,1,14,4.9,50.63
Supplier_8653,Fashion,876,7.9,93,429,6,3.8,47.19
Supplier_8654,Appliances,21012,8.5,87,2,6,4.3,50.5
Supplier_8655,Music,93164,6.9,73,3,11,4.6,44.17
Supplier_8656,Laptop,126768,7.3,88,7,10,4.5,41.35
Supplier_8657,Skincare,3534,6.5,95,176,4,3.7,43.51
Supplier_8658,Grocery,1215,6.9,94,484,7,3.9,43.98
Supplier_8659,Kitchen,6803,8.9,93,28,3,4.3,51.79
Supplier_8660,Auto,25025,7.6,82,5,4,3.6,48.26
Supplier_8661,Sports,2747,9.8,82,15,13,4.1,48.51
Supplier_8662,Furniture,10439,8.3,73,2,3,3.4,50.25
Supplier_8663,Phone,79182,9.0,71,17,11,4.1,41.78
Supplier_8664,Gardening,4534,6.9,98,51,11,4.1,41.54
Supplier_8665,Laptop,93232,7.0,91,10,3,3.2,41.93
Supplier_8666,Auto,30037,6.2,93,3,13,3.8,43.39
Supplier_8667,Sports,1605,9.8,93,30,13,4.6,49.88
Supplier_8668,Industrial,16252,6.7,93,2,3,4.4,48.2
Supplier_8669,Furniture,39806,8.9,85,3,5,4.5,48.5
Supplier_8670,Furniture,7398,7.8,99,1,11,4.2,55.68
Supplier_8671,Appliances,15030,9.9,88,3,1,4.6,62.94
Supplier_8672,Camera,31865,6.9,83,2,10,4.3,44.86
Supplier_8673,Gardening,2776,8.7,96,67,3,3.5,49.77
Supplier_8674,Industrial,95704,9.6,79,1,12,3.7,53.03
Supplier_8675,Gardening,1697,8.2,75,71,7,3.6,40.99
Supplier_8676,Kitchen,10142,7.3,75,30,2,3.9,42.36
Supplier_8677,Toys,1312,6.3,93,57,11,4.8,40.93
Supplier_8678,Kitchen,8025,8.8,79,20,4,3.3,46.23
Supplier_8679,Camera,90933,9.0,76,1,2,4.2,59.01
Supplier_8680,Music,121962,8.6,86,1,14,3.2,54.85
Supplier_8681,Gardening,3605,7.2,87,64,2,4.3,46.48
Supplier_8682,Laptop,93609,8.1,94,9,5,4.2,47.88
Supplier_8683,Pets,5036,7.6,95,16,10,4.5,43.63
Supplier_8684,Sports,6780,9.4,82,31,4,4.8,50.36
Supplier_8685,Camera,218146,8.9,100,3,13,3.7,52.17
Supplier_8686,Kitchen,4639,7.7,95,11,5,4.5,46.59
Supplier_8687,Laptop,128016,9.4,95,5,12,4.2,51.64
Supplier_8688,Gardening,1133,6.8,81,67,6,3.5,39.59
Supplier_8689,Industrial,179380,9.3,93,3,4,4.4,56.89
Supplier_8690,Industrial,178477,9.9,89,5,2,3.4,55.18
Supplier_8691,Auto,9996,7.7,100,14,3,3.4,46.6
Supplier_8692,Kitchen,10753,8.5,94,14,13,3.1,43.86
Supplier_8693,Industrial,122134,9.5,77,1,8,4.1,57.43
Supplier_8694,Pets,2037,6.4,91,28,8,4.5,42.66
Supplier_8695,Solar,285619,7.3,82,2,14,3.1,44.53
Supplier_8696,Pets,1808,6.4,100,39,12,3.7,38.03
Supplier_8697,Stationery,473,8.8,89,2093,11,4.5,43.78
Supplier_8698,Camera,93840,6.4,72,3,12,4.4,39.98
Supplier_8699,Kitchen,11839,9.1,72,22,7,3.2,39.49
Supplier_8700,Laptop,49964,6.5,83,4,1,4.2,56.45
Supplier_8701,Furniture,17540,9.7,86,1,4,4.1,59.44
Supplier_8702,Fashion,4330,8.9,83,60,4,4.3,47.29
Supplier_8703,Toys,8405,6.9,85,10,10,4.6,41.04
Supplier_8704,Auto,15506,9.5,92,11,7,3.6,49.01
Supplier_8705,Grocery,177,6.9,74,818,12,3.5,37.69
Supplier_8706,Furniture,24055,6.2,88,4,8,4.4,40.58
Supplier_8707,Toys,1962,7.2,85,35,1,4.5,54.82
Supplier_8708,Phone,47758,9.8,81,16,12,3.8,46.96
Supplier_8709,Camera,174259,6.7,86,2,11,4.2,43.29
Supplier_8710,Sports,12588,7.1,77,12,1,4.3,51.47
Supplier_8711,Laptop,124192,7.4,72,2,13,4.9,44.41
Supplier_8712,Music,36966,7.6,91,1,1,4.3,65.34
Supplier_8713,Grocery,1224,9.2,83,220,2,4.7,52.43
Supplier_8714,Appliances,59580,8.6,86,2,10,4.6,49.39
Supplier_8715,Laptop,119439,8.5,74,5,1,4.2,55.5
Supplier_8716,Appliances,25780,8.8,72,2,13,3.6,48.76
Supplier_8717,Skincare,3485,8.6,94,37,5,4.5,51.03
Supplier_8718,Appliances,17759,9.3,91,1,6,3.1,56.44
Supplier_8719,Music,11474,7.5,75,4,10,4.2,42.55
Supplier_8720,Furniture,79609,7.8,88,2,7,4.2,48.19
Supplier_8721,Industrial,194085,6.7,72,4,5,3.6,39.82
Supplier_8722,Furniture,40623,9.1,79,4,7,4.5,47.57
Supplier_8723,Stationery,241,7.0,71,2417,5,3.9,41.57
Supplier_8724,Skincare,2360,7.7,75,161,14,3.0,36.66
Supplier_8725,Grocery,398,7.4,90,296,11,3.7,41.59
Supplier_8726,Skincare,2398,9.9,72,121,1,3.7,56.69
Supplier_8727,Laptop,76822,9.0,80,9,3,4.3,46.82
Supplier_8728,Solar,234409,7.8,82,2,5,3.2,44.52
Supplier_8729,Skincare,1043,9.3,99,91,3,3.8,48.62
